se_model_id,se_model_name,adaptation_type,immediate_ancestor,ancestor_rel_type_raw,max_lineage_length,base_model,se_task_id,se_task,se_activity_id,se_activity
blockblockblock/Llama3-8B-Instruct-Replete-Adapted-bpw2.25-exl2,Llama3-8B-Instruct-Replete-Adapted-bpw2.25-exl2,Adapter,rombodawg/rombos_Replete-Coder-Llama3-8B,IS_ADAPTER_OF,1,rombodawg/rombos_Replete-Coder-Llama3-8B,code translation,code translation,software implementation,software implementation
blockxaero/cyan-lens,cyan-lens,Fine-tuned,microsoft/Phi-3-mini-4k-instruct,IS_FINETUNED_FROM,1,microsoft/Phi-3-mini-4k-instruct,software design; design pattern,software design; design pattern,software design,software design
bloopai/mAInframer-7b,mAInframer-7b,Fine-tuned,codellama/CodeLlama-7b-hf,IS_FINETUNED_FROM,1,codellama/CodeLlama-7b-hf,code completion,code completion,software implementation,software implementation
braindao/iq-code-evmind-v2-llama3-code-8b-instruct,iq-code-evmind-v2-llama3-code-8b-instruct,Fine-tuned,ajibawa-2023/Code-Llama-3-8B,IS_FINETUNED_FROM,1,ajibawa-2023/Code-Llama-3-8B,code generation,code generation,software implementation,software implementation
brandonswe/Qwen2.5-Coder-32B,Qwen2.5-Coder-32B,Fine-tuned,Qwen/Qwen2.5-32B,IS_FINETUNED_FROM,1,Qwen/Qwen2.5-32B,coding; code generation,coding; code generation,software implementation,software implementation
brian-remodl/Lexiq-Qwen3-30B-A3B-Thinking-2507-GGUF,Lexiq-Qwen3-30B-A3B-Thinking-2507-GGUF,Quantized,Qwen/Qwen3-30B-A3B-Thinking-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-30B-A3B-Thinking-2507,code generation,code generation,software implementation,software implementation
brianknowsai/Brian-Llama-3.2-3B,Brian-Llama-3.2-3B,Fine-tuned,meta-llama/Llama-3.2-3B,IS_FINETUNED_FROM,1,meta-llama/Llama-3.2-3B,code generation,code generation,software implementation,software implementation
budecosystem/genz-13b-v2,genz-13b-v2,Fine-tuned,meta-llama/Llama-2-13b,IS_FINETUNED_FROM,1,meta-llama/Llama-2-13b,code generation,code generation,software implementation,software implementation
bugdaryan/Code-Llama-2-13B-instruct-text2sql,Code-Llama-2-13B-instruct-text2sql,Fine-tuned,codellama/CodeLlama-13b-Instruct-hf,IS_FINETUNED_FROM,1,codellama/CodeLlama-13b-Instruct-hf,code completion,code completion,software implementation,software implementation
bullerwins/MiniMax-M2.1-REAP-50-GGUF,MiniMax-M2.1-REAP-50-GGUF,Fine-tuned,mradermacher/MiniMax-M2.1-REAP-50-i1-GGUF,IS_FINETUNED_FROM,1,mradermacher/MiniMax-M2.1-REAP-50-i1-GGUF,code generation,code generation,software implementation,software implementation
bullerwins/Qwen3-235B-A22B-Instruct-2507-exl3-5.0bpw,Qwen3-235B-A22B-Instruct-2507-exl3-5.0bpw,Quantized,Qwen/Qwen3-235B-A22B-Instruct-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-235B-A22B-Instruct-2507,code generation,code generation,software implementation,software implementation
bullerwins/Qwen3-30B-A3B-Instruct-2507-GGUF,Qwen3-30B-A3B-Instruct-2507-GGUF,Quantized,Qwen/Qwen3-30B-A3B-Instruct-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-30B-A3B-Instruct-2507,coding,coding,software implementation,software implementation
bullerwins/Qwen3-4B-Instruct-2507-GGUF,Qwen3-4B-Instruct-2507-GGUF,Quantized,Qwen/Qwen3-4B-Instruct-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-4B-Instruct-2507,coding,coding,software implementation,software implementation
bullerwins/Qwen3-Coder-30B-A3B-Instruct-GGUF,Qwen3-Coder-30B-A3B-Instruct-GGUF,Quantized,Qwen/Qwen3-Coder-30B-A3B-Instruct,IS_QUANTIZED_FROM,1,Qwen/Qwen3-Coder-30B-A3B-Instruct,code generation,code generation,software implementation,software implementation
bullerwins/Qwen3-VL-32B-Instruct-GGUF,Qwen3-VL-32B-Instruct-GGUF,Quantized,Qwen/Qwen3-VL-32B-Instruct,IS_QUANTIZED_FROM,1,Qwen/Qwen3-VL-32B-Instruct,code generation,code generation,software implementation,software implementation
bunnycore/Chimera-Apex-7B,Chimera-Apex-7B,Merge,dphn/dolphin-2.0-mistral-7b,IS_MERGE_OF,1,dphn/dolphin-2.0-mistral-7b,code generation,code generation,software implementation,software implementation
c01zaut/codegemma-7b-it-rk3588-1.1.1,codegemma-7b-it-rk3588-1.1.1,Quantized,google/codegemma-7b-it,IS_QUANTIZED_FROM,1,google/codegemma-7b-it,code generation; code completion,code generation; code completion,software implementation,software implementation
c01zaut/deepseek-coder-1.3b-instruct-rk3588-1.1.4,deepseek-coder-1.3b-instruct-rk3588-1.1.4,Fine-tuned,deepseek-ai/deepseek-coder-1.3b-base,IS_FINETUNED_FROM,1,deepseek-ai/deepseek-coder-1.3b-base,code completion,code completion,software implementation,software implementation
carsenk/llama3.2_1b_2025_uncensored,llama3.2_1b_2025_uncensored,Fine-tuned,meta-llama/Llama-3.2-1B,IS_FINETUNED_FROM,1,meta-llama/Llama-3.2-1B,code generation,code generation,software implementation,software implementation
carsenk/llama3.2_1b_2025_uncensored_v2,llama3.2_1b_2025_uncensored_v2,Fine-tuned,meta-llama/Llama-3.2-1B,IS_FINETUNED_FROM,1,meta-llama/Llama-3.2-1B,code generation,code generation,software implementation,software implementation
carsenk/llama3.2_3b_122824_uncensored,llama3.2_3b_122824_uncensored,Fine-tuned,meta-llama/Llama-3.2-3B,IS_FINETUNED_FROM,1,meta-llama/Llama-3.2-3B,code generation,code generation,software implementation,software implementation
casale-xyz/codestral-vit-mlx,codestral-vit-mlx,Adapter,openai/clip-vit-large-patch14,IS_ADAPTER_OF,1,openai/clip-vit-large-patch14,code understanding; code generation; code completion,code understanding; code generation; code completion,software implementation,software implementation
cccccccccc418/Qwen3-VL-4B-Thinking-GGUF,Qwen3-VL-4B-Thinking-GGUF,Quantized,Qwen/Qwen3-VL-4B-Thinking,IS_QUANTIZED_FROM,1,Qwen/Qwen3-VL-4B-Thinking,code generation,code generation,software implementation,software implementation
cerebras/GLM-4.5-Air-REAP-82B-A12B,GLM-4.5-Air-REAP-82B-A12B,Fine-tuned,zai-org/GLM-4.5-Air,IS_FINETUNED_FROM,1,zai-org/GLM-4.5-Air,code generation,code generation,software implementation,software implementation
cerebras/GLM-4.5-Air-REAP-82B-A12B-FP8,GLM-4.5-Air-REAP-82B-A12B-FP8,Quantized,zai-org/GLM-4.5-Air-FP8,IS_QUANTIZED_FROM,1,zai-org/GLM-4.5-Air-FP8,code generation,code generation,software implementation,software implementation
cerebras/GLM-4.7-Flash-REAP-23B-A3B,GLM-4.7-Flash-REAP-23B-A3B,Fine-tuned,zai-org/GLM-4.7-Flash,IS_FINETUNED_FROM,1,zai-org/GLM-4.7-Flash,code generation,code generation,software implementation,software implementation
cerebras/Kimi-Linear-REAP-35B-A3B-Instruct,Kimi-Linear-REAP-35B-A3B-Instruct,Fine-tuned,moonshotai/Kimi-Linear-48B-A3B-Instruct,IS_FINETUNED_FROM,1,moonshotai/Kimi-Linear-48B-A3B-Instruct,code generation,code generation,software implementation,software implementation
cerebras/MiniMax-M2-REAP-139B-A10B,MiniMax-M2-REAP-139B-A10B,Quantized,MiniMaxAI/MiniMax-M2,IS_QUANTIZED_FROM,1,MiniMaxAI/MiniMax-M2,code generation,code generation,software implementation,software implementation
cerebras/MiniMax-M2-REAP-162B-A10B,MiniMax-M2-REAP-162B-A10B,Quantized,MiniMaxAI/MiniMax-M2,IS_QUANTIZED_FROM,1,MiniMaxAI/MiniMax-M2,code generation,code generation,software implementation,software implementation
cerebras/MiniMax-M2-REAP-172B-A10B,MiniMax-M2-REAP-172B-A10B,Quantized,MiniMaxAI/MiniMax-M2,IS_QUANTIZED_FROM,1,MiniMaxAI/MiniMax-M2,code generation,code generation,software implementation,software implementation
cerebras/MiniMax-M2.1-REAP-139B-A10B,MiniMax-M2.1-REAP-139B-A10B,Quantized,MiniMaxAI/MiniMax-M2.1,IS_QUANTIZED_FROM,1,MiniMaxAI/MiniMax-M2.1,code generation,code generation,software implementation,software implementation
cerebras/MiniMax-M2.1-REAP-172B-A10B,MiniMax-M2.1-REAP-172B-A10B,Quantized,MiniMaxAI/MiniMax-M2.1,IS_QUANTIZED_FROM,1,MiniMaxAI/MiniMax-M2.1,code generation,code generation,software implementation,software implementation
cerebras/MiniMax-M2.5-REAP-139B-A10B,MiniMax-M2.5-REAP-139B-A10B,Quantized,MiniMaxAI/MiniMax-M2.5,IS_QUANTIZED_FROM,1,MiniMaxAI/MiniMax-M2.5,code generation,code generation,software implementation,software implementation
cerebras/MiniMax-M2.5-REAP-172B-A10B,MiniMax-M2.5-REAP-172B-A10B,Quantized,MiniMaxAI/MiniMax-M2.5,IS_QUANTIZED_FROM,1,MiniMaxAI/MiniMax-M2.5,code generation,code generation,software implementation,software implementation
cerebras/Qwen3-Coder-REAP-246B-A35B,Qwen3-Coder-REAP-246B-A35B,Fine-tuned,Qwen/Qwen3-Coder-480B-A35B-Instruct,IS_FINETUNED_FROM,1,Qwen/Qwen3-Coder-480B-A35B-Instruct,code generation,code generation,software implementation,software implementation
cerebras/Qwen3-Coder-REAP-363B-A35B,Qwen3-Coder-REAP-363B-A35B,Fine-tuned,Qwen/Qwen3-Coder-480B-A35B-Instruct,IS_FINETUNED_FROM,1,Qwen/Qwen3-Coder-480B-A35B-Instruct,code generation,code generation,software implementation,software implementation
cerebras/Step-3.5-Flash-REAP-121B-A11B,Step-3.5-Flash-REAP-121B-A11B,Fine-tuned,stepfun-ai/Step-3.5-Flash,IS_FINETUNED_FROM,1,stepfun-ai/Step-3.5-Flash,code generation,code generation,software implementation,software implementation
cerebras/Step-3.5-Flash-REAP-149B-A11B,Step-3.5-Flash-REAP-149B-A11B,Fine-tuned,stepfun-ai/Step-3.5-Flash,IS_FINETUNED_FROM,1,stepfun-ai/Step-3.5-Flash,code generation,code generation,software implementation,software implementation
ceselder/Qwen3-8B-heretic,Qwen3-8B-heretic,Fine-tuned,Qwen/Qwen3-8B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-8B-Base,code generation,code generation,software implementation,software implementation
cfahlgren1/OpenHermes-Llama_3B,OpenHermes-Llama_3B,Fine-tuned,openlm-research/open_llama_3b_v2,IS_FINETUNED_FROM,1,openlm-research/open_llama_3b_v2,code generation,code generation,software implementation,software implementation
cgus/AlchemistCoder-DS-6.7B-exl2,AlchemistCoder-DS-6.7B-exl2,Quantized,internlm/AlchemistCoder-DS-6.7B,IS_QUANTIZED_FROM,1,internlm/AlchemistCoder-DS-6.7B,code generation; code review,code generation; code review,software implementation; software maintenance,software implementation; software maintenance
cgus/Seed-Coder-8B-Base-exl2,Seed-Coder-8B-Base-exl2,Quantized,ByteDance-Seed/Seed-Coder-8B-Base,IS_QUANTIZED_FROM,1,ByteDance-Seed/Seed-Coder-8B-Base,code generation; code completion; code editing,code generation; code completion; code editing,software implementation,software implementation
championonaa/w-01-00-55-11-02,w-01-00-55-11-02,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
championonaa/w-1-06-10-11-04,w-1-06-10-11-04,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
championonaa/w-1-10-35-11-18,w-1-10-35-11-18,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
championonaa/w-4-14-00-11-03,w-4-14-00-11-03,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
championonaa/w-4-17-55-10-31,w-4-17-55-10-31,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
championonaa/w-5-01-26-11-04,w-5-01-26-11-04,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
championonaa/w-5-02-06-11-04,w-5-02-06-11-04,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
chrisnic/Python_Ass,Python_Ass,Fine-tuned,meta-llama/Llama-3.1-8B,IS_FINETUNED_FROM,1,meta-llama/Llama-3.1-8B,coding; code generation; code completion,coding; code generation; code completion,software implementation,software implementation
christopherBR/Llama-3-7B-Q4_K_M,Llama-3-7B-Q4_K_M,Quantized,baffo32/decapoda-research-llama-7B-hf,IS_QUANTIZED_FROM,1,baffo32/decapoda-research-llama-7B-hf,code generation,code generation,software implementation,software implementation
cmhacks/Qwen3-0.6B-hereticed,Qwen3-0.6B-hereticed,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
cmp-nct/Qwen3-4B-Instruct-2507-GGUF,Qwen3-4B-Instruct-2507-GGUF,Quantized,Qwen/Qwen3-4B-Instruct-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-4B-Instruct-2507,code generation,code generation,software implementation,software implementation
codemateai/cac-v0.1,cac-v0.1,Fine-tuned,deepseek-ai/deepseek-coder-6.7b-base,IS_FINETUNED_FROM,1,deepseek-ai/deepseek-coder-6.7b-base,code completion; code review,code completion; code review,software implementation; software maintenance,software implementation; software maintenance
codeparrot/codeparrot,codeparrot,Fine-tuned,openai-community/gpt2,IS_FINETUNED_FROM,1,openai-community/gpt2,code generation,code generation,software implementation,software implementation
codeparrot/codeparrot-small-complexity-prediction,codeparrot-small-complexity-prediction,Fine-tuned,codeparrot/codeparrot-small-multi,IS_FINETUNED_FROM,1,codeparrot/codeparrot-small-multi,code generation,code generation,software implementation,software implementation
coder3101/Qwen3-VL-2B-Thinking-heretic,Qwen3-VL-2B-Thinking-heretic,Fine-tuned,Qwen/Qwen3-VL-2B-Thinking,IS_FINETUNED_FROM,1,Qwen/Qwen3-VL-2B-Thinking,code generation,code generation,software implementation,software implementation
coder3101/Qwen3-VL-32B-Thinking-heretic-v2,Qwen3-VL-32B-Thinking-heretic-v2,Fine-tuned,Qwen/Qwen3-VL-32B-Thinking,IS_FINETUNED_FROM,1,Qwen/Qwen3-VL-32B-Thinking,code generation,code generation,software implementation,software implementation
coder3101/Qwen3-VL-4B-Instruct-heretic,Qwen3-VL-4B-Instruct-heretic,Fine-tuned,Qwen/Qwen3-VL-4B-Instruct,IS_FINETUNED_FROM,1,Qwen/Qwen3-VL-4B-Instruct,code generation,code generation,software implementation,software implementation
coder3101/Qwen3-VL-4B-Thinking-heretic,Qwen3-VL-4B-Thinking-heretic,Fine-tuned,Qwen/Qwen3-VL-4B-Thinking,IS_FINETUNED_FROM,1,Qwen/Qwen3-VL-4B-Thinking,code generation,code generation,software implementation,software implementation
coder3101/Qwen3-VL-8B-Instruct-heretic,Qwen3-VL-8B-Instruct-heretic,Fine-tuned,Qwen/Qwen3-VL-8B-Instruct,IS_FINETUNED_FROM,1,Qwen/Qwen3-VL-8B-Instruct,code generation,code generation,software implementation,software implementation
coder3101/Qwen3-VL-8B-Thinking-heretic,Qwen3-VL-8B-Thinking-heretic,Fine-tuned,Qwen/Qwen3-VL-8B-Thinking,IS_FINETUNED_FROM,1,Qwen/Qwen3-VL-8B-Thinking,code generation,code generation,software implementation,software implementation
ctrltokyo/ColBERT-Zero-6L-CodeSearch,ColBERT-Zero-6L-CodeSearch,Fine-tuned,lightonai/ColBERT-Zero,IS_FINETUNED_FROM,1,lightonai/ColBERT-Zero,code search,code search,software implementation,software implementation
cublya/Qwen3-Code-Reasoning-4B,Qwen3-Code-Reasoning-4B,Fine-tuned,Qwen/Qwen3-4B-Thinking-2507,IS_FINETUNED_FROM,1,Qwen/Qwen3-4B-Thinking-2507,code generation,code generation,software implementation,software implementation
curli12/Affine-test-5CoTcjHRrQDfe6TzTtz5uY724n7YdAhJxivFWPAbwA2mtG3w,Affine-test-5CoTcjHRrQDfe6TzTtz5uY724n7YdAhJxivFWPAbwA2mtG3w,Fine-tuned,Qwen/Qwen3-0.6B-Base,IS_FINETUNED_FROM,1,Qwen/Qwen3-0.6B-Base,code generation,code generation,software implementation,software implementation
cyankiwi/Apriel-1.5-15b-Thinker-AWQ-4bit,Apriel-1.5-15b-Thinker-AWQ-4bit,Quantized,ServiceNow-AI/Apriel-1.5-15b-Thinker,IS_QUANTIZED_FROM,1,ServiceNow-AI/Apriel-1.5-15b-Thinker,coding,coding,software implementation,software implementation
cyankiwi/Apriel-1.5-15b-Thinker-AWQ-8bit,Apriel-1.5-15b-Thinker-AWQ-8bit,Quantized,ServiceNow-AI/Apriel-1.5-15b-Thinker,IS_QUANTIZED_FROM,1,ServiceNow-AI/Apriel-1.5-15b-Thinker,coding,coding,software implementation,software implementation
cyankiwi/KAT-Dev-AWQ-8bit,KAT-Dev-AWQ-8bit,Quantized,Kwaipilot/KAT-Dev,IS_QUANTIZED_FROM,1,Kwaipilot/KAT-Dev,coding,coding,software implementation,software implementation
cyankiwi/Qwen3-30B-A3B-Instruct-2507-AWQ-8bit,Qwen3-30B-A3B-Instruct-2507-AWQ-8bit,Quantized,Qwen/Qwen3-30B-A3B-Instruct-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-30B-A3B-Instruct-2507,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-30B-A3B-Thinking-2507-AWQ-4bit,Qwen3-30B-A3B-Thinking-2507-AWQ-4bit,Quantized,Qwen/Qwen3-30B-A3B-Thinking-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-30B-A3B-Thinking-2507,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-30B-A3B-Thinking-2507-AWQ-8bit,Qwen3-30B-A3B-Thinking-2507-AWQ-8bit,Quantized,Qwen/Qwen3-30B-A3B-Thinking-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-30B-A3B-Thinking-2507,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-4B-Instruct-2507-AWQ-4bit,Qwen3-4B-Instruct-2507-AWQ-4bit,Quantized,Qwen/Qwen3-4B-Instruct-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-4B-Instruct-2507,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-4B-Instruct-2507-AWQ-8bit,Qwen3-4B-Instruct-2507-AWQ-8bit,Quantized,Qwen/Qwen3-4B-Instruct-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-4B-Instruct-2507,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-4B-Thinking-2507-AWQ-4bit,Qwen3-4B-Thinking-2507-AWQ-4bit,Quantized,Qwen/Qwen3-4B-Thinking-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-4B-Thinking-2507,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-4B-Thinking-2507-AWQ-8bit,Qwen3-4B-Thinking-2507-AWQ-8bit,Quantized,Qwen/Qwen3-4B-Thinking-2507,IS_QUANTIZED_FROM,1,Qwen/Qwen3-4B-Thinking-2507,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,Quantized,Qwen/Qwen3-Coder-30B-A3B-Instruct,IS_QUANTIZED_FROM,1,Qwen/Qwen3-Coder-30B-A3B-Instruct,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-8bit,Qwen3-Coder-30B-A3B-Instruct-AWQ-8bit,Quantized,Qwen/Qwen3-Coder-30B-A3B-Instruct,IS_QUANTIZED_FROM,1,Qwen/Qwen3-Coder-30B-A3B-Instruct,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-VL-2B-Thinking-AWQ-4bit,Qwen3-VL-2B-Thinking-AWQ-4bit,Quantized,Qwen/Qwen3-VL-2B-Thinking,IS_QUANTIZED_FROM,1,Qwen/Qwen3-VL-2B-Thinking,code generation,code generation,software implementation,software implementation
cyankiwi/Qwen3-VL-30B-A3B-Instruct-AWQ-4bit,Qwen3-VL-30B-A3B-Instruct-AWQ-4bit,Quantized,Qwen/Qwen3-VL-30B-A3B-Instruct,IS_QUANTIZED_FROM,1,Qwen/Qwen3-VL-30B-A3B-Instruct,coding,coding,software implementation,software implementation
